Name,Set Name,Number,Type,HP,Stage,Rarity,1st Edition,Shadowless,Unlimited,Rev Holo,Additional
Here Comes Team Rocket!,Team Rocket,15,Trainer,,Trainer,Holo Rare,,-,,-,
Rocket's Sneak Attack,Team Rocket,16,Trainer,,Trainer,Holo Rare,,-,,-,
Rainbow Energy,Team Rocket,17,Energy,,Special Energy,Holo Rare,,-,,-,
Dark Alakazam,Team Rocket,18,Psychic,60,Stage 2,Rare,,-,,-,
Dark Arbok,Team Rocket,19,Grass,60,Stage 1,Rare,,-,,-,
Dark Blastoise,Team Rocket,20,Water,70,Stage 2,Rare,,-,,-,
Dark Charizard,Team Rocket,21,Fire,80,Stage 2,Rare,,-,,-,
Dark Dragonite,Team Rocket,22,Colorless,70,Stage 2,Rare,,-,,-,
Dark Dugtrio,Team Rocket,23,Fighting,50,Stage 1,Rare,,-,,-,
Dark Golbat,Team Rocket,24,Grass,50,Stage 1,Rare,,-,,-,
Dark Gyarados,Team Rocket,25,Water,70,Stage 1,Rare,,-,,-,
Dark Hypno,Team Rocket,26,Psychic,60,Stage 1,Rare,,-,,-,
Dark Machamp,Team Rocket,27,Fighting,70,Stage 2,Rare,,-,,-,
Dark Magneton,Team Rocket,28,Lightning,60,Stage 1,Rare,,-,,-,
Dark Slowbro,Team Rocket,29,Psychic,60,Stage 1,Rare,,-,,-,
Dark Vileplume,Team Rocket,30,Grass,60,Stage 2,Rare,,-,,-,
Dark Weezing,Team Rocket,31,Grass,60,Stage 1,Rare,,-,,-,
Dark Charmeleon,Team Rocket,32,Fire,50,Stage 1,Uncommon,,-,,-,
Dark Dragonair,Team Rocket,33,Colorless,60,Stage 1,Uncommon,,-,,-,
Dark Electrode,Team Rocket,34,Lightning,60,Stage 1,Uncommon,,-,,-,
Dark Flareon,Team Rocket,35,Fire,50,Stage 1,Uncommon,,-,,-,
Dark Gloom,Team Rocket,36,Grass,50,Stage 1,Uncommon,,-,,-,
Dark Golduck,Team Rocket,37,Water,60,Stage 1,Uncommon,,-,,-,
Dark Jolteon,Team Rocket,38,Lightning,50,Stage 1,Uncommon,,-,,-,
Dark Kadabra,Team Rocket,39,Psychic,50,Stage 1,Uncommon,,-,,-,
Dark Machoke,Team Rocket,40,Fighting,60,Stage 1,Uncommon,,-,,-,
Dark Muk,Team Rocket,41,Grass,60,Stage 1,Uncommon,,-,,-,
Dark Persian,Team Rocket,42,Colorless,60,Stage 1,Uncommon,,-,,-,
Dark Primeape,Team Rocket,43,Fighting,60,Stage 1,Uncommon,,-,,-,
Dark Rapidash,Team Rocket,44,Fire,60,Stage 1,Uncommon,,-,,-,
Dark Vaporeon,Team Rocket,45,Water,60,Stage 1,Uncommon,,-,,-,
Dark Wartortle,Team Rocket,46,Water,60,Stage 1,Uncommon,,-,,-,
Magikarp,Team Rocket,47,Water,30,Basic,Uncommon,,-,,-,
Porygon,Team Rocket,48,Colorless,40,Basic,Uncommon,,-,,-,
Abra,Team Rocket,49,Psychic,40,Basic,Common,,-,,-,
Charmander,Team Rocket,50,Fire,40,Basic,Common,,-,,-,
Dark Raticate,Team Rocket,51,Colorless,50,Stage 1,Common,,-,,-,
Diglett,Team Rocket,52,Fighting,40,Basic,Common,,-,,-,
Dratini,Team Rocket,53,Colorless,40,Basic,Common,,-,,-,
Drowzee,Team Rocket,54,Psychic,50,Basic,Common,,-,,-,
Eevee,Team Rocket,55,Colorless,40,Basic,Common,,-,,-,
Ekans,Team Rocket,56,Grass,50,Basic,Common,,-,,-,
Grimer,Team Rocket,57,Grass,40,Basic,Common,,-,,-,
Koffing,Team Rocket,58,Grass,40,Basic,Common,,-,,-,
Machop,Team Rocket,59,Fighting,50,Basic,Common,,-,,-,
Magnemite,Team Rocket,60,Lightning,40,Basic,Common,,-,,-,
Mankey,Team Rocket,61,Fighting,40,Basic,Common,,-,,-,
Meowth,Team Rocket,62,Colorless,40,Basic,Common,,-,,-,
Oddish,Team Rocket,63,Grass,50,Basic,Common,,-,,-,
Ponyta,Team Rocket,64,Fire,50,Basic,Common,,-,,-,
Psyduck,Team Rocket,65,Water,50,Basic,Common,,-,,-,
Rattata,Team Rocket,66,Colorless,40,Basic,Common,,-,,-,
Slowpoke,Team Rocket,67,Psychic,50,Basic,Common,,-,,-,
Squirtle,Team Rocket,68,Water,50,Basic,Common,,-,,-,
Voltorb,Team Rocket,69,Lightning,40,Basic,Common,,-,,-,
Zubat,Team Rocket,70,Grass,40,Basic,Common,,-,,-,
Here Comes Team Rocket!,Team Rocket,71,Trainer,,Trainer,Rare,,-,,-,
Rocket's Sneak Attack,Team Rocket,72,Trainer,,Trainer,Rare,,-,,-,
The Boss's Way,Team Rocket,73,Trainer,,Trainer,Uncommon,,-,,-,
Challenge!,Team Rocket,74,Trainer,,Trainer,Uncommon,,-,,-,
Digger,Team Rocket,75,Trainer,,Rocket's Secret Machine,Uncommon,,-,,-,
Imposter Oak's Revenge,Team Rocket,76,Trainer,,Trainer,Uncommon,,-,,-,
Nightly Garbage Run,Team Rocket,77,Trainer,,Rocket's Secret Machine,Uncommon,,-,,-,
Goop Gas Attack,Team Rocket,78,Trainer,,Trainer,Common,,-,,-,
Sleep!,Team Rocket,79,Trainer,,Rocket's Secret Machine,Common,,-,,-,
Rainbow Energy,Team Rocket,80,Energy,,Special Energy,Rare,,-,,-,
Full Heal Energy,Team Rocket,81,Energy,,Special Energy,Uncommon,,-,,-,
Potion Energy,Team Rocket,82,Energy,,Special Energy,Uncommon,,-,,-,
Dark Raichu,Team Rocket,83,Lightning,70,Stage 1,Secret Rare,,-,,-,
Blaine's Moltres,Gym Heroes,1,Fire,90,Basic,Holo Rare,,-,,-,
Brock's Rhydon,Gym Heroes,2,Fighting,80,Stage 1,Holo Rare,,-,,-,
Erika's Clefable,Gym Heroes,3,Colorless,70,Stage 1,Holo Rare,,-,,-,
Erika's Dragonair,Gym Heroes,4,Colorless,80,Stage 1,Holo Rare,,-,,-,
Erika's Vileplume,Gym Heroes,5,Grass,80,Stage 2,Holo Rare,,-,,-,
Lt. Surge's Electabuzz,Gym Heroes,6,Lightning,70,Basic,Holo Rare,,-,,-,
Lt. Surge's Fearow,Gym Heroes,7,Colorless,70,Stage 1,Holo Rare,,-,,-,
Lt. Surge's Magneton,Gym Heroes,8,Lightning,70,Stage 1,Holo Rare,,-,,-,
Misty's Seadra,Gym Heroes,9,Water,70,Stage 1,Holo Rare,,-,,-,
Misty's Tentacruel,Gym Heroes,10,Water,70,Stage 1,Holo Rare,,-,,-,
Rocket's Hitmonchan,Gym Heroes,11,Fighting,60,Basic,Holo Rare,,-,,-,
Rocket's Moltres,Gym Heroes,12,Fire,60,Basic,Holo Rare,,-,,-,
Rocket's Scyther,Gym Heroes,13,Grass,60,Basic,Holo Rare,,-,,-,
Sabrina's Gengar,Gym Heroes,14,Psychic,80,Stage 2,Holo Rare,,-,,-,
Brock,Gym Heroes,15,Trainer,,Trainer,Holo Rare,,-,,-,
Erika,Gym Heroes,16,Trainer,,Trainer,Holo Rare,,-,,-,
Lt. Surge,Gym Heroes,17,Trainer,,Trainer,Holo Rare,,-,,-,
Misty,Gym Heroes,18,Trainer,,Trainer,Holo Rare,,-,,-,
The Rocket's Trap,Gym Heroes,19,Trainer,,Trainer,Holo Rare,,-,,-,
Brock's Golem,Gym Heroes,20,Fighting,90,Stage 2,Rare,,-,,-,
Brock's Onix,Gym Heroes,21,Fighting,70,Basic,Rare,,-,,-,
Brock's Rhyhorn,Gym Heroes,22,Fighting,60,Basic,Rare,,-,,-,
Brock's Sandslash,Gym Heroes,23,Fighting,60,Stage 1,Rare,,-,,-,
Brock's Zubat,Gym Heroes,24,Grass,30,Basic,Rare,,-,,-,
Erika's Clefairy,Gym Heroes,25,Colorless,50,Basic,Rare,,-,,-,
Erika's Victreebel,Gym Heroes,26,Grass,80,Stage 2,Rare,,-,,-,
Lt. Surge's Electabuzz,Gym Heroes,27,Lightning,60,Basic,Rare,,-,,-,
Lt. Surge's Raichu,Gym Heroes,28,Lightning,70,Stage 1,Rare,,-,,-,
Misty's Cloyster,Gym Heroes,29,Water,60,Stage 1,Rare,,-,,-,
Misty's Goldeen,Gym Heroes,30,Water,30,Basic,Rare,,-,,-,
Misty's Poliwrath,Gym Heroes,31,Water,90,Stage 2,Rare,,-,,-,
Misty's Tentacool,Gym Heroes,32,Water,40,Basic,Rare,,-,,-,
Rocket's Snorlax,Gym Heroes,33,Colorless,90,Basic,Rare,,-,,-,
Sabrina's Venomoth,Gym Heroes,34,Grass,60,Stage 1,Rare,,-,,-,
Blaine's Growlithe,Gym Heroes,35,Fire,50,Basic,Uncommon,,-,,-,
Blaine's Kangaskhan,Gym Heroes,36,Colorless,80,Basic,Uncommon,,-,,-,
Blaine's Magmar,Gym Heroes,37,Fire,60,Basic,Uncommon,,-,,-,
Brock's Geodude,Gym Heroes,38,Fighting,50,Basic,Uncommon,,-,,-,
Brock's Golbat,Gym Heroes,39,Grass,70,Stage 1,Uncommon,,-,,-,
Brock's Graveler,Gym Heroes,40,Fighting,70,Stage 1,Uncommon,,-,,-,
Brock's Lickitung,Gym Heroes,41,Colorless,80,Basic,Uncommon,,-,,-,
Erika's Dratini,Gym Heroes,42,Colorless,40,Basic,Uncommon,,-,,-,
Erika's Exeggcute,Gym Heroes,43,Grass,50,Basic,Uncommon,,-,,-,
Erika's Exeggutor,Gym Heroes,44,Grass,70,Stage 1,Uncommon,,-,,-,
Erika's Gloom,Gym Heroes,45,Grass,60,Stage 1,Uncommon,,-,,-,
Erika's Gloom,Gym Heroes,46,Grass,70,Stage 1,Uncommon,,-,,-,
Erika's Oddish,Gym Heroes,47,Grass,40,Basic,Uncommon,,-,,-,
Erika's Weepinbell,Gym Heroes,48,Grass,60,Stage 1,Uncommon,,-,,-,
Erika's Weepinbell,Gym Heroes,49,Grass,70,Stage 1,Uncommon,,-,,-,
Lt. Surge's Magnemite,Gym Heroes,50,Lightning,30,Basic,Uncommon,,-,,-,
Lt. Surge's Raticate,Gym Heroes,51,Colorless,70,Stage 1,Uncommon,,-,,-,
Lt. Surge's Spearow,Gym Heroes,52,Colorless,30,Basic,Uncommon,,-,,-,
Misty's Poliwhirl,Gym Heroes,53,Water,70,Stage 1,Uncommon,,-,,-,
Misty's Psyduck,Gym Heroes,54,Water,50,Basic,Uncommon,,-,,-,
Misty's Seaking,Gym Heroes,55,Water,70,Stage 1,Uncommon,,-,,-,
Misty's Starmie,Gym Heroes,56,Water,80,Stage 1,Uncommon,,-,,-,
Misty's Tentacool,Gym Heroes,57,Water,50,Basic,Uncommon,,-,,-,
Sabrina's Haunter,Gym Heroes,58,Psychic,50,Stage 1,Uncommon,,-,,-,
Sabrina's Jynx,Gym Heroes,59,Psychic,60,Basic,Uncommon,,-,,-,
Sabrina's Slowbro,Gym Heroes,60,Psychic,70,Stage 1,Uncommon,,-,,-,
Blaine's Charmander,Gym Heroes,61,Fire,50,Basic,Common,,-,,-,
Blaine's Growlithe,Gym Heroes,62,Fire,50,Basic,Common,,-,,-,
Blaine's Ponyta,Gym Heroes,63,Fire,40,Basic,Common,,-,,-,
Blaine's Tauros,Gym Heroes,64,Colorless,70,Basic,Common,,-,,-,
Blaine's Vulpix,Gym Heroes,65,Fire,40,Basic,Common,,-,,-,
Brock's Geodude,Gym Heroes,66,Fighting,40,Basic,Common,,-,,-,
Brock's Mankey,Gym Heroes,67,Fighting,40,Basic,Common,,-,,-,
Brock's Mankey,Gym Heroes,68,Fighting,40,Basic,Common,,-,,-,
Brock's Onix,Gym Heroes,69,Fighting,100,Basic,Common,,-,,-,
Brock's Rhyhorn,Gym Heroes,70,Fighting,70,Basic,Common,,-,,-,
Brock's Sandshrew,Gym Heroes,71,Fighting,40,Basic,Common,,-,,-,
Brock's Sandshrew,Gym Heroes,72,Fighting,50,Basic,Common,,-,,-,
Brock's Vulpix,Gym Heroes,73,Fire,40,Basic,Common,,-,,-,
Brock's Zubat,Gym Heroes,74,Grass,40,Basic,Common,,-,,-,
Erika's Bellsprout,Gym Heroes,75,Grass,40,Basic,Common,,-,,-,
Erika's Bellsprout,Gym Heroes,76,Grass,50,Basic,Common,,-,,-,
Erika's Exeggcute,Gym Heroes,77,Grass,40,Basic,Common,,-,,-,
Erika's Oddish,Gym Heroes,78,Grass,50,Basic,Common,,-,,-,
Erika's Tangela,Gym Heroes,79,Grass,60,Basic,Common,,-,,-,
Lt. Surge's Magnemite,Gym Heroes,80,Lightning,40,Basic,Common,,-,,-,
Lt. Surge's Pikachu,Gym Heroes,81,Lightning,50,Basic,Common,,-,,-,
Lt. Surge's Rattata,Gym Heroes,82,Colorless,40,Basic,Common,,-,,-,
Lt. Surge's Spearow,Gym Heroes,83,Colorless,50,Basic,Common,,-,,-,
Lt. Surge's Voltorb,Gym Heroes,84,Lightning,40,Basic,Common,,-,,-,
Misty's Goldeen,Gym Heroes,85,Water,40,Basic,Common,,-,,-,
Misty's Horsea,Gym Heroes,86,Water,40,Basic,Common,,-,,-,
Misty's Poliwag,Gym Heroes,87,Water,50,Basic,Common,,-,,-,
Misty's Seel,Gym Heroes,88,Water,60,Basic,Common,,-,,-,
Misty's Shellder,Gym Heroes,89,Water,40,Basic,Common,,-,,-,
Misty's Staryu,Gym Heroes,90,Water,50,Basic,Common,,-,,-,
Sabrina's Abra,Gym Heroes,91,Psychic,40,Basic,Common,,-,,-,
Sabrina's Drowzee,Gym Heroes,92,Psychic,50,Basic,Common,,-,,-,
Sabrina's Gastly,Gym Heroes,93,Psychic,50,Basic,Common,,-,,-,
Sabrina's Mr. Mime,Gym Heroes,94,Psychic,50,Basic,Common,,-,,-,
Sabrina's Slowpoke,Gym Heroes,95,Psychic,50,Basic,Common,,-,,-,
Sabrina's Venonat,Gym Heroes,96,Grass,40,Basic,Common,,-,,-,
Blaine's Quiz #1,Gym Heroes,97,Trainer,,Trainer,Rare,,-,,-,
Brock,Gym Heroes,98,Trainer,,Trainer,Rare,,-,,-,
Charity,Gym Heroes,99,Trainer,,Trainer,Rare,,-,,-,
Erika,Gym Heroes,100,Trainer,,Trainer,Rare,,-,,-,
Lt. Surge,Gym Heroes,101,Trainer,,Trainer,Rare,,-,,-,
Misty,Gym Heroes,102,Trainer,,Trainer,Rare,,-,,-,
No Removal Gym,Gym Heroes,103,Trainer,,Stadium,Rare,,-,,-,
The Rocket's Training Gym,Gym Heroes,104,Trainer,,Stadium,Rare,,-,,-,
Blaine's Last Resort,Gym Heroes,105,Trainer,,Trainer,Uncommon,,-,,-,
Brock's Training Method,Gym Heroes,106,Trainer,,Trainer,Uncommon,,-,,-,
Celadon City Gym,Gym Heroes,107,Trainer,,Stadium,Uncommon,,-,,-,
Cerulean City Gym,Gym Heroes,108,Trainer,,Stadium,Uncommon,,-,,-,
Erika's Maids,Gym Heroes,109,Trainer,,Trainer,Uncommon,,-,,-,
Erika's Perfume,Gym Heroes,110,Trainer,,Trainer,Uncommon,,-,,-,
Good Manners,Gym Heroes,111,Trainer,,Trainer,Uncommon,,-,,-,
Lt. Surge's Treaty,Gym Heroes,112,Trainer,,Trainer,Uncommon,,-,,-,
Minion of Team Rocket,Gym Heroes,113,Trainer,,Trainer,Uncommon,,-,,-,
Misty's Wrath,Gym Heroes,114,Trainer,,Trainer,Uncommon,,-,,-,
Pewter City Gym,Gym Heroes,115,Trainer,,Stadium,Uncommon,,-,,-,
Recall,Gym Heroes,116,Trainer,,Trainer,Uncommon,,-,,-,
Sabrina's ESP,Gym Heroes,117,Trainer,,Trainer,Uncommon,,-,,-,
Secret Mission,Gym Heroes,118,Trainer,,Trainer,Uncommon,,-,,-,
Tickling Machine,Gym Heroes,119,Trainer,,Rocket's Secret Robot,Uncommon,,-,,-,
Vermilion City Gym,Gym Heroes,120,Trainer,,Stadium,Uncommon,,-,,-,
Blaine's Gamble,Gym Heroes,121,Trainer,,Trainer,Common,,-,,-,
Energy Flow,Gym Heroes,122,Trainer,,Trainer,Common,,-,,-,
Misty's Duel,Gym Heroes,123,Trainer,,Trainer,Common,,-,,-,
Narrow Gym,Gym Heroes,124,Trainer,,Stadium,Common,,-,,-,
Sabrina's Gaze,Gym Heroes,125,Trainer,,Trainer,Common,,-,,-,
Trash Exchange,Gym Heroes,126,Trainer,,Trainer,Common,,-,,-,
Fighting Energy,Gym Heroes,127,Energy,,Energy,Common,,-,,-,
Fire Energy,Gym Heroes,128,Energy,,Energy,Common,,-,,-,
Grass Energy,Gym Heroes,129,Energy,,Energy,Common,,-,,-,
Lightning Energy,Gym Heroes,130,Energy,,Energy,Common,,-,,-,
Psychic Energy,Gym Heroes,131,Energy,,Energy,Common,,-,,-,
Water Energy,Gym Heroes,132,Energy,,Energy,Common,,-,,-,
Blaine's Arcanine,Gym Challenge,1,Fire,90,Stage 1,Holo Rare,,-,,-,
Blaine's Charizard,Gym Challenge,2,Fire,100,Stage 2,Holo Rare,,-,,-,
Brock's Ninetales,Gym Challenge,3,Fire,70,Stage 1,Holo Rare,,-,,-,
Erika's Venusaur,Gym Challenge,4,Grass,90,Stage 2,Holo Rare,,-,,-,
Giovanni's Gyarados,Gym Challenge,5,Water,90,Stage 1,Holo Rare,,-,,-,
Giovanni's Machamp,Gym Challenge,6,Fighting,100,Stage 2,Holo Rare,,-,,-,
Giovanni's Nidoking,Gym Challenge,7,Grass,120,Stage 2,Holo Rare,,-,,-,
Giovanni's Persian,Gym Challenge,8,Colorless,60,Stage 1,Holo Rare,,-,,-,
Koga's Beedrill,Gym Challenge,9,Grass,80,Stage 2,Holo Rare,,-,,-,
Koga's Ditto,Gym Challenge,10,Colorless,40,Basic,Holo Rare,,-,,-,
Lt. Surge's Raichu,Gym Challenge,11,Lightning,80,Stage 1,Holo Rare,,-,,-,
Misty's Golduck,Gym Challenge,12,Water,70,Stage 1,Holo Rare,,-,,-,
Misty's Gyarados,Gym Challenge,13,Water,100,Stage 1,Holo Rare,,-,,-,
Rocket's Mewtwo,Gym Challenge,14,Psychic,70,Basic,Holo Rare,,-,,-,
Rocket's Zapdos,Gym Challenge,15,Lightning,70,Basic,Holo Rare,,-,,-,
Sabrina's Alakazam,Gym Challenge,16,Psychic,80,Stage 2,Holo Rare,,-,,-,
Blaine,Gym Challenge,17,Trainer,,Trainer,Holo Rare,,-,,-,
Giovanni,Gym Challenge,18,Trainer,,Trainer,Holo Rare,,-,,-,
Koga,Gym Challenge,19,Trainer,,Trainer,Holo Rare,,-,,-,
Sabrina,Gym Challenge,20,Trainer,,Trainer,Holo Rare,,-,,-,
Blaine's Ninetales,Gym Challenge,21,Fire,60,Stage 1,Rare,,-,,-,
Brock's Dugtrio,Gym Challenge,22,Fighting,60,Stage 1,Rare,,-,,-,
Giovanni's Nidoqueen,Gym Challenge,23,Grass,100,Stage 2,Rare,,-,,-,
Giovanni's Pinsir,Gym Challenge,24,Grass,70,Basic,Rare,,-,,-,
Koga's Arbok,Gym Challenge,25,Grass,90,Stage 1,Rare,,-,,-,
Koga's Muk,Gym Challenge,26,Grass,80,Stage 1,Rare,,-,,-,
Koga's Pidgeotto,Gym Challenge,27,Colorless,60,Stage 1,Rare,,-,,-,
Lt. Surge's Jolteon,Gym Challenge,28,Lightning,70,Stage 1,Rare,,-,,-,
Sabrina's Gengar,Gym Challenge,29,Psychic,90,Stage 2,Rare,,-,,-,
Sabrina's Golduck,Gym Challenge,30,Water,70,Stage 1,Rare,,-,,-,
Blaine's Charmeleon,Gym Challenge,31,Fire,70,Stage 1,Uncommon,,-,,-,
Blaine's Dodrio,Gym Challenge,32,Colorless,70,Stage 1,Uncommon,,-,,-,
Blaine's Rapidash,Gym Challenge,33,Fire,70,Stage 1,Uncommon,,-,,-,
Brock's Graveler,Gym Challenge,34,Fighting,70,Stage 1,Uncommon,,-,,-,
Brock's Primeape,Gym Challenge,35,Fighting,70,Stage 1,Uncommon,,-,,-,
Brock's Sandslash,Gym Challenge,36,Fighting,70,Stage 1,Uncommon,,-,,-,
Brock's Vulpix,Gym Challenge,37,Fire,50,Basic,Uncommon,,-,,-,
Erika's Bellsprout,Gym Challenge,38,Grass,40,Basic,Uncommon,,-,,-,
Erika's Bulbasaur,Gym Challenge,39,Grass,50,Basic,Uncommon,,-,,-,
Erika's Clefairy,Gym Challenge,40,Colorless,50,Basic,Uncommon,,-,,-,
Erika's Ivysaur,Gym Challenge,41,Grass,60,Stage 1,Uncommon,,-,,-,
Giovanni's Machoke,Gym Challenge,42,Fighting,80,Stage 1,Uncommon,,-,,-,
Giovanni's Meowth,Gym Challenge,43,Colorless,40,Basic,Uncommon,,-,,-,
Giovanni's Nidorina,Gym Challenge,44,Grass,80,Stage 1,Uncommon,,-,,-,
Giovanni's Nidorino,Gym Challenge,45,Grass,70,Stage 1,Uncommon,,-,,-,
Koga's Golbat,Gym Challenge,46,Grass,60,Stage 1,Uncommon,,-,,-,
Koga's Kakuna,Gym Challenge,47,Grass,60,Stage 1,Uncommon,,-,,-,
Koga's Koffing,Gym Challenge,48,Grass,50,Basic,Uncommon,,-,,-,
Koga's Pidgey,Gym Challenge,49,Colorless,40,Basic,Uncommon,,-,,-,
Koga's Weezing,Gym Challenge,50,Grass,70,Stage 1,Uncommon,,-,,-,
Lt. Surge's Eevee,Gym Challenge,51,Colorless,40,Basic,Uncommon,,-,,-,
Lt. Surge's Electrode,Gym Challenge,52,Lightning,70,Stage 1,Uncommon,,-,,-,
Lt. Surge's Raticate,Gym Challenge,53,Colorless,60,Stage 1,Uncommon,,-,,-,
Misty's Dewgong,Gym Challenge,54,Water,80,Stage 1,Uncommon,,-,,-,
Sabrina's Haunter,Gym Challenge,55,Psychic,70,Stage 1,Uncommon,,-,,-,
Sabrina's Hypno,Gym Challenge,56,Psychic,70,Stage 1,Uncommon,,-,,-,
Sabrina's Jynx,Gym Challenge,57,Psychic,60,Basic,Uncommon,,-,,-,
Sabrina's Kadabra,Gym Challenge,58,Psychic,70,Stage 1,Uncommon,,-,,-,
Sabrina's Mr. Mime,Gym Challenge,59,Psychic,60,Basic,Uncommon,,-,,-,
Blaine's Charmander,Gym Challenge,60,Fire,50,Basic,Common,,-,,-,
Blaine's Doduo,Gym Challenge,61,Colorless,50,Basic,Common,,-,,-,
Blaine's Growlithe,Gym Challenge,62,Fire,60,Basic,Common,,-,,-,
Blaine's Mankey,Gym Challenge,63,Fighting,40,Basic,Common,,-,,-,
Blaine's Ponyta,Gym Challenge,64,Fire,50,Basic,Common,,-,,-,
Blaine's Rhyhorn,Gym Challenge,65,Fighting,60,Basic,Common,,-,,-,
Blaine's Vulpix,Gym Challenge,66,Fire,50,Basic,Common,,-,,-,
Brock's Diglett,Gym Challenge,67,Fighting,40,Basic,Common,,-,,-,
Brock's Geodude,Gym Challenge,68,Fighting,50,Basic,Common,,-,,-,
Erika's Jigglypuff,Gym Challenge,69,Colorless,50,Basic,Common,,-,,-,
Erika's Oddish,Gym Challenge,70,Grass,40,Basic,Common,,-,,-,
Erika's Paras,Gym Challenge,71,Grass,50,Basic,Common,,-,,-,
Giovanni's Machop,Gym Challenge,72,Fighting,50,Basic,Common,,-,,-,
Giovanni's Magikarp,Gym Challenge,73,Water,30,Basic,Common,,-,,-,
Giovanni's Meowth,Gym Challenge,74,Colorless,50,Basic,Common,,-,,-,
Giovanni's Nidoran F,Gym Challenge,75,Grass,50,Basic,Common,,-,,-,
Giovanni's Nidoran M,Gym Challenge,76,Grass,40,Basic,Common,,-,,-,
Koga's Ekans,Gym Challenge,77,Grass,50,Basic,Common,,-,,-,
Koga's Grimer,Gym Challenge,78,Grass,50,Basic,Common,,-,,-,
Koga's Koffing,Gym Challenge,79,Grass,40,Basic,Common,,-,,-,
Koga's Pidgey,Gym Challenge,80,Colorless,50,Basic,Common,,-,,-,
Koga's Tangela,Gym Challenge,81,Grass,50,Basic,Common,,-,,-,
Koga's Weedle,Gym Challenge,82,Grass,40,Basic,Common,,-,,-,
Koga's Zubat,Gym Challenge,83,Grass,40,Basic,Common,,-,,-,
Lt. Surge's Pikachu,Gym Challenge,84,Lightning,40,Basic,Common,,-,,-,
Lt. Surge's Rattata,Gym Challenge,85,Colorless,30,Basic,Common,,-,,-,
Lt. Surge's Voltorb,Gym Challenge,86,Lightning,50,Basic,Common,,-,,-,
Misty's Horsea,Gym Challenge,87,Water,50,Basic,Common,,-,,-,
Misty's Magikarp,Gym Challenge,88,Water,30,Basic,Common,,-,,-,
Misty's Poliwag,Gym Challenge,89,Water,50,Basic,Common,,-,,-,
Misty's Psyduck,Gym Challenge,90,Water,60,Basic,Common,,-,,-,
Misty's Seel,Gym Challenge,91,Water,50,Basic,Common,,-,,-,
Misty's Staryu,Gym Challenge,92,Water,40,Basic,Common,,-,,-,
Sabrina's Abra,Gym Challenge,93,Psychic,40,Basic,Common,,-,,-,
Sabrina's Abra,Gym Challenge,94,Psychic,50,Basic,Common,,-,,-,
Sabrina's Drowzee,Gym Challenge,95,Psychic,50,Basic,Common,,-,,-,
Sabrina's Gastly,Gym Challenge,96,Psychic,30,Basic,Common,,-,,-,
Sabrina's Gastly,Gym Challenge,97,Psychic,40,Basic,Common,,-,,-,
Sabrina's Porygon,Gym Challenge,98,Colorless,40,Basic,Common,,-,,-,
Sabrina's Psyduck,Gym Challenge,99,Water,50,Basic,Common,,-,,-,
Blaine,Gym Challenge,100,Trainer,,Trainer,Rare,,-,,-,
Brock's Protection,Gym Challenge,101,Trainer,,Trainer,Rare,,-,,-,
Chaos Gym,Gym Challenge,102,Trainer,,Stadium,Rare,,-,,-,
Erika's Kindness,Gym Challenge,103,Trainer,,Trainer,Rare,,-,,-,
Giovanni,Gym Challenge,104,Trainer,,Trainer,Rare,,-,,-,
Giovanni's Last Resort,Gym Challenge,105,Trainer,,Trainer,Rare,,-,,-,
Koga,Gym Challenge,106,Trainer,,Trainer,Rare,,-,,-,
Lt. Surge's Secret Plan,Gym Challenge,107,Trainer,,Trainer,Rare,,-,,-,
Misty's Wish,Gym Challenge,108,Trainer,,Trainer,Rare,,-,,-,
Resistance Gym,Gym Challenge,109,Trainer,,Stadium,Rare,,-,,-,
Sabrina,Gym Challenge,110,Trainer,,Trainer,Rare,,-,,-,
Blaine's Quiz #2,Gym Challenge,111,Trainer,,Trainer,Uncommon,,-,,-,
Blaine's Quiz #3,Gym Challenge,112,Trainer,,Trainer,Uncommon,,-,,-,
Cinnabar City Gym,Gym Challenge,113,Trainer,,Stadium,Uncommon,,-,,-,
Fuchsia City Gym,Gym Challenge,114,Trainer,,Stadium,Uncommon,,-,,-,
Koga's Ninja Trick,Gym Challenge,115,Trainer,,Trainer,Uncommon,,-,,-,
Master Ball,Gym Challenge,116,Trainer,,Trainer,Uncommon,,-,,-,
Max Revive,Gym Challenge,117,Trainer,,Trainer,Uncommon,,-,,-,
Misty's Tears,Gym Challenge,118,Trainer,,Trainer,Uncommon,,-,,-,
Rocket's Minefield Gym,Gym Challenge,119,Trainer,,Stadium,Uncommon,,-,,-,
Rocket's Secret Experiment,Gym Challenge,120,Trainer,,Trainer,Uncommon,,-,,-,
Sabrina's Psychic Control,Gym Challenge,121,Trainer,,Trainer,Uncommon,,-,,-,
Saffron City Gym,Gym Challenge,122,Trainer,,Stadium,Uncommon,,-,,-,
Viridian City Gym,Gym Challenge,123,Trainer,,Stadium,Uncommon,,-,,-,
Fervor,Gym Challenge,124,Trainer,,Trainer,Common,,-,,-,
Transparent Walls,Gym Challenge,125,Trainer,,Trainer,Common,,-,,-,
Warp Point,Gym Challenge,126,Trainer,,Trainer,Common,,-,,-,
Fighting Energy,Gym Challenge,127,Energy,,Energy,Common,,-,,-,
Fire Energy,Gym Challenge,128,Energy,,Energy,Common,,-,,-,
Grass Energy,Gym Challenge,129,Energy,,Energy,Common,,-,,-,
Lightning Energy,Gym Challenge,130,Energy,,Energy,Common,,-,,-,
