Name,Set Name,Number,Type,HP,Stage,Rarity,Description,Have,Holo
Metagross,BW Black Star Promos,BW75,Psychic,140,Stage 2,,,,-
Metagross,BW Black Star Promos,BW75,Psychic,140,Stage 2,,Staff Stamp,,-
Electrode,BW Black Star Promos,BW76,Lightning,100,Stage 1,,,,-
Landorus,BW Black Star Promos,BW79,Fighting,110,Basic,,,,-
Druddigon,BW Black Star Promos,BW80,Dragon,100,Basic,,Cosmos Holofoil,,-
Druddigon,BW Black Star Promos,BW80,Dragon,100,Basic,,Tinsel Holofoil,,-
Thundurus-EX,BW Black Star Promos,BW81,Lightning,170,Basic,,,,-
Deoxys-EX,BW Black Star Promos,BW82,Psychic,170,Basic,,,,-
Lugia-EX,BW Black Star Promos,BW83,Colorless,180,Basic,,,,-
Porygon-Z,BW Black Star Promos,BW84,Colorless,130,Stage 2,,,,-
Porygon-Z,BW Black Star Promos,BW84,Colorless,130,Stage 2,,Staff Stamp,,-
Lucario,BW Black Star Promos,BW85,Fighting,100,Basic,,,,-
Genesect,BW Black Star Promos,BW86,Grass,100,Basic,,,,-
Leafeon,BW Black Star Promos,BW87,Grass,90,Stage 1,,,,-
Flareon,BW Black Star Promos,BW88,Fire,90,Stage 1,,,,-
Vaporeon,BW Black Star Promos,BW89,Water,110,Stage 1,,,,-
Glaceon,BW Black Star Promos,BW90,Water,90,Stage 1,,,,-
Jolteon,BW Black Star Promos,BW91,Lightning,90,Stage 1,,,,-
Espeon,BW Black Star Promos,BW92,Psychic,90,Stage 1,,,,-
Umbreon,BW Black Star Promos,BW93,Darkness,100,Stage 1,,,,-
Eevee,BW Black Star Promos,BW94,Colorless,60,Basic,,,,-
Champions Festival,BW Black Star Promos,BW95,Trainer,,Item,,,,-
Champions Festival,BW Black Star Promos,BW95,Trainer,,Item,,Top Thirty-Two Stamp,,-
Champions Festival,BW Black Star Promos,BW95,Trainer,,Item,,Top Sixteen Stamp,,-
Champions Festival,BW Black Star Promos,BW95,Trainer,,Item,,Quarter Finalist Stamp,,-
Champions Festival,BW Black Star Promos,BW95,Trainer,,Item,,Semi-Finalist Stamp,,-
Champions Festival,BW Black Star Promos,BW95,Trainer,,Item,,Finalist Stamp,,-
Champions Festival,BW Black Star Promos,BW95,Trainer,,Item,,Staff Stamp,,-
Tornadus-EX,BW Black Star Promos,BW96,Colorless,170,Basic,,,,-
Tornadus-EX,BW Black Star Promos,BW96,Colorless,170,Basic,,Staff Stamp,,-
Eevee,BW Black Star Promos,BW97,Colorless,60,Basic,,,,-
Mew,BW Black Star Promos,BW98,Psychic,60,Basic,,,,-
Genesect,BW Black Star Promos,BW99,Grass,110,Basic,,,,-
N,BW Black Star Promos,BW100,Trainer,,Item,,Mirror Holofoil,,-
N,BW Black Star Promos,BW100,Trainer,,Item,,Non Holofoil,,-
Genesect,BW Black Star Promos,BW101,Grass,110,Basic,,,,-
Chespin,XY Black Star Promos,XY01,Grass,60,Basic,,,,-
Fennekin,XY Black Star Promos,XY02,Fire,60,Basic,,,,-
Froakie,XY Black Star Promos,XY03,Water,60,Basic,,,,-
Sylveon,XY Black Star Promos,XY04,Fairy,90,Stage 1,,,,-
Xerneas,XY Black Star Promos,XY05,Fairy,130,Basic,,,,-
Yveltal,XY Black Star Promos,XY06,Darkness,130,Basic,,,,-
Xerneas-EX,XY Black Star Promos,XY07,Fairy,170,Basic,,,,-
Yveltal-EX,XY Black Star Promos,XY08,Darkness,170,Basic,,,,-
Garchomp-EX,XY Black Star Promos,XY09,Dragon,170,Basic,,,,-
Dragalge,XY Black Star Promos,XY10,Dragon,100,Stage 1,,,,-
Dragalge,XY Black Star Promos,XY10,Dragon,100,Stage 1,,Staff Stamp,,-
Skiddo,XY Black Star Promos,XY11,Grass,70,Basic,,,,-
Honedge,XY Black Star Promos,XY12,Metal,50,Basic,,,,-
Machamp,XY Black Star Promos,XY13,Fighting,150,Stage 2,,,,-
Machamp,XY Black Star Promos,XY13,Fighting,150,Stage 2,,Staff Stamp,,-
Trevenant,XY Black Star Promos,XY14,Psychic,110,Stage 1,,,,-
Slurpuff,XY Black Star Promos,XY15,Fairy,100,Stage 1,,,,-
Gogoat,XY Black Star Promos,XY16,Grass,110,Stage 1,,,,-
Charizard-EX,XY Black Star Promos,XY17,Fire,180,Basic,,,,-
Chesnaught-EX,XY Black Star Promos,XY18,Grass,180,Basic,,,,-
Delphox-EX,XY Black Star Promos,XY19,Fire,170,Basic,,,,-
Greninja-EX,XY Black Star Promos,XY20,Water,170,Basic,,,,-
Bronzong,XY Black Star Promos,XY21,Metal,90,Stage 1,,,,-
Bronzong,XY Black Star Promos,XY21,Metal,90,Stage 1,,Staff Stamp,,-
Darkrai,XY Black Star Promos,XY22,Darkness,120,Basic,,,,-
Shiftry,XY Black Star Promos,XY23,Grass,140,Stage 2,,,,-
Greninja,XY Black Star Promos,XY24,Darkness,130,Stage 2,,,,-
Krookodile-EX,XY Black Star Promos,XY25,Darkness,180,Basic,,,,-
Pyroar,XY Black Star Promos,XY26,Fire,100,Stage 1,,,,-
Champions Festival,XY Black Star Promos,XY27,Trainer,,Stadium,,,,-
Champions Festival,XY Black Star Promos,XY27,Trainer,,Stadium,,Top Thirty-Two Stamp,,-
Champions Festival,XY Black Star Promos,XY27,Trainer,,Stadium,,Top Sixteen Stamp,,-
Champions Festival,XY Black Star Promos,XY27,Trainer,,Stadium,,Quarter Finalist Stamp,,-
Champions Festival,XY Black Star Promos,XY27,Trainer,,Stadium,,Semi-Finalist Stamp,,-
Champions Festival,XY Black Star Promos,XY27,Trainer,,Stadium,,Finalist Stamp,,-
Champions Festival,XY Black Star Promos,XY27,Trainer,,Stadium,,Champion Stamp,,-
Champions Festival,XY Black Star Promos,XY27,Trainer,,Stadium,,Staff Stamp,,-
Venusaur-EX,XY Black Star Promos,XY28,Grass,180,Basic,,,,-
Charizard-EX,XY Black Star Promos,XY29,Fire,180,Basic,,,,-
Blastoise-EX,XY Black Star Promos,XY30,Water,180,Basic,,,,-
Xerneas,XY Black Star Promos,XY31,Fairy,130,Basic,,,,-
Yveltal,XY Black Star Promos,XY32,Darkness,130,Basic,,,,-
Trevor,XY Black Star Promos,XY33,Trainer,,Supporter,,,,-
Metagross-EX,XY Black Star Promos,XY34,Metal,180,Basic,,,,-
Mega Metagross-EX,XY Black Star Promos,XY35,Metal,220,Mega,,,,-
Treecko,XY Black Star Promos,XY36,Grass,60,Basic,,,,-
Torchic,XY Black Star Promos,XY37,Fire,60,Basic,,,,-
Mudkip,XY Black Star Promos,XY38,Water,60,Basic,,,,-
Kingdra,XY Black Star Promos,XY39,Dragon,130,Stage 2,,,,-
Kingdra,XY Black Star Promos,XY39,Dragon,130,Stage 2,,Staff Stamp,,-
Ditto,XY Black Star Promos,XY40,Colorless,70,Base,,,,-
Kyogre-EX,XY Black Star Promos,XY41,Water,180,Basic,,,,-
Groudon-EX,XY Black Star Promos,XY42,Fighting,180,Basic,,,,-
Diancie-EX,XY Black Star Promos,XY43,Fairy,140,Basic,,,,-
Mega Diancie-EX,XY Black Star Promos,XY44,Fairy,190,Mega,,,,-
Gallade-EX,XY Black Star Promos,XY45,Psychic,170,Basic,,,,-
Altaria,XY Black Star Promos,XY46,Colorless,90,Stage 1,,,,-
Altaria,XY Black Star Promos,XY46,Colorless,90,Stage 1,,Staff Stamp,,-
Heliolisk,XY Black Star Promos,XY47,Lightning,90,Stage 1,,,,-
Meowstic,XY Black Star Promos,XY48,Psychic,90,Stage 1,,,,-
Regirock,XY Black Star Promos,XY49,Fighting,110,Basic,,,,-
Pangoro,XY Black Star Promos,XY50,Fighting,100,Stage 1,,,,-
Kyogre,XY Black Star Promos,XY51,Water,130,Basic,,,,-
Groudon,XY Black Star Promos,XY52,Fighting,130,Basic,,,,-
Sceptile-EX,XY Black Star Promos,XY53,Grass,170,Basic,,,,-
Blaziken-EX,XY Black Star Promos,XY54,Fire,170,Basic,,,,-
Swampert-EX,XY Black Star Promos,XY55,Water,180,Basic,,,,-
Blissey,XY Black Star Promos,XY56,Colorless,120,Stage 1,,,,-
Fearow,XY Black Star Promos,XY57,Colorless,90,Stage 1,,,,-
Malamar,XY Black Star Promos,XY58,Darkness,90,Stage 1,,,,-
Salamence,XY Black Star Promos,XY59,Dragon,150,Stage 2,,,,-
Gyarados,XY Black Star Promos,XY60,Water,130,Stage 1,,,,-
Gyarados,XY Black Star Promos,XY60,Water,130,Stage 1,,Staff Stamp,,-
Flygon-EX,XY Black Star Promos,XY61,Dragon,170,Basic,,,,-
Absol-EX,XY Black Star Promos,XY62,Darkness,170,Basic,,,,-
Mega Absol-EX,XY Black Star Promos,XY63,Darkness,210,Mega,,,,-
Rayquaza,XY Black Star Promos,XY64,Dragon,120,Basic,,,,-
Latios,XY Black Star Promos,XY65,Psychic,110,Basic,,,,-
Rayquaza-EX,XY Black Star Promos,XY66,Colorless,170,Basic,,,,-
Jirachi,XY Black Star Promos,XY67,Metal,60,Basic,,,,-
Chesnaught,XY Black Star Promos,XY68,Grass,160,Stage 2,,,,-
Chesnaught,XY Black Star Promos,XY68,Grass,160,Stage 2,,Staff Stamp,,-
Rayquaza-EX,XY Black Star Promos,XY69,Colorless,170,Basic,,,,-
Tyrantrum-EX,XY Black Star Promos,XY70,Dragon,180,Basic,,,,-
Hoopa-EX,XY Black Star Promos,XY71,Psychic,170,Basic,,,,-
Latios-EX,XY Black Star Promos,XY72,Dragon,170,Basic,,,,-
Rayquaza-EX,XY Black Star Promos,XY73,Dragon,180,Basic,,,,-
Reshiram,XY Black Star Promos,XY74,Fire,120,Basic,,,,-
Palkia,XY Black Star Promos,XY75,Water,120,Basic,,,,-
Zekrom,XY Black Star Promos,XY76,Lightning,120,Basic,,,,-
Dialga,XY Black Star Promos,XY77,Metal,120,Basic,,,,-
Latias,XY Black Star Promos,XY78,Dragon,90,Basic,,,,-
Latios,XY Black Star Promos,XY79,Dragon,100,Basic,,,,-
Black Kyurem,XY Black Star Promos,XY80,Dragon,120,Basic,,,,-
White Kyurem,XY Black Star Promos,XY81,Dragon,120,Basic,,,,-
Regigigas,XY Black Star Promos,XY82,Colorless,130,Basic,,,,-
Arceus,XY Black Star Promos,XY83,Colorless,120,Basic,,,,-
Pikachu-EX,XY Black Star Promos,XY84,Lightning,130,Basic,,,,-
Hoopa-EX,XY Black Star Promos,XY85,Psychic,140,Basic,,,,-
Mega Blaziken-EX,XY Black Star Promos,XY86,Fire,210,Mega,,,,-
Mega Swampert-EX,XY Black Star Promos,XY87,Water,220,Mega,,,,-
Chespin,XY Black Star Promos,XY88,Grass,60,Basic,,,,-
Pikachu,XY Black Star Promos,XY89,Lightning,60,Basic,,,,-
Hoopa,XY Black Star Promos,XY90,Psychic,70,Basic,,,,-
Champions Festival,XY Black Star Promos,XY91,Trainer,,Stadium,,,,-
Champions Festival,XY Black Star Promos,XY91,Trainer,,Stadium,,Top Thirty-Two Stamp,,-
Champions Festival,XY Black Star Promos,XY91,Trainer,,Stadium,,Top Sixteen Stamp,,-
Champions Festival,XY Black Star Promos,XY91,Trainer,,Stadium,,Quarter Finalist Stamp,,-
Champions Festival,XY Black Star Promos,XY91,Trainer,,Stadium,,Semi-Finalist Stamp,,-
Champions Festival,XY Black Star Promos,XY91,Trainer,,Stadium,,Finalist Stamp,,-
Champions Festival,XY Black Star Promos,XY91,Trainer,,Stadium,,Champion Stamp,,-
Champions Festival,XY Black Star Promos,XY91,Trainer,,Stadium,,Staff Stamp,,-
Sableye,XY Black Star Promos,XY92,Psychic,70,Basic,,,,-
Celebi,XY Black Star Promos,XY93,Grass,70,Basic,,,,-
Trevenant,XY Black Star Promos,XY94,Psychic,110,Basic,,,,-
Trevenant,XY Black Star Promos,XY94,Psychic,110,Basic,,Staff Stamp,,-
Pikachu,XY Black Star Promos,XY95,Lightning,60,Basic,,,,-
Umbreon,XY Black Star Promos,XY96,Darkness,100,Stage 1,,,,-
Aerodactyl-EX,XY Black Star Promos,XY97,Fighting,170,Basic,,,,-
Mega Aerodactyl-EX,XY Black Star Promos,XY98,Fighting,210,Mega,,,,-
Aerodactyl Spirit Link,XY Black Star Promos,XY99,Trainer,,Item,,,,-
Mewtwo,XY Black Star Promos,XY100,Psychic,120,Basic,,,,-
Mewtwo,XY Black Star Promos,XY101,Psychic,120,Basic,,,,-
Aurorus-EX,XY Black Star Promos,XY102,Water,180,Basic,,,,-
Mawile-EX,XY Black Star Promos,XY103,Fairy,150,Basic,,,,-
Mega Mawile-EX,XY Black Star Promos,XY104,Fairy,190,Mega,,,,-
Mawile Spririt Link,XY Black Star Promos,XY105,Trainer,,Item,,,,-
Gyarados-EX,XY Black Star Promos,XY106,Water,180,Basic,,,,-
Mewtwo-EX,XY Black Star Promos,XY107,Psychic,170,Basic,,,,-
Machamp-EX,XY Black Star Promos,XY108,Fighting,180,Basic,,,,-
Gyarados,XY Black Star Promos,XY109,Water,130,Stage 1,,,,-
Mew,XY Black Star Promos,XY110,Psychic,70,Basic,,,,-
Celebi,XY Black Star Promos,XY111,Grass,70,Basic,,,,-
Jirachi,XY Black Star Promos,XY112,Metal,70,Basic,,,,-
Manaphy,XY Black Star Promos,XY113,Water,70,Basic,,,,-
Darkrai,XY Black Star Promos,XY114,Darkness,110,Basic,,,,-
Shaymin,XY Black Star Promos,XY115,Grass,70,Basic,,,,-
Arceus,XY Black Star Promos,XY116,Colorless,130,Basic,,,,-
Victini,XY Black Star Promos,XY117,Fire,70,Basic,,,,-
Keldeo,XY Black Star Promos,XY118,Water,90,Basic,,,,-
Genesect,XY Black Star Promos,XY119,Metal,110,Basic,,,,-
Meloetta,XY Black Star Promos,XY120,Psychic,80,Basic,,,,-
Charizard-EX,XY Black Star Promos,XY121,Fire,180,Basic,,,,-
Blastoise-EX,XY Black Star Promos,XY122,Water,180,Basic,,,,-
Venusaur-EX,XY Black Star Promos,XY123,Grass,180,Basic,,,,-
Pikachu-EX,XY Black Star Promos,XY124,Lightning,130,Basic,,,,-
Mewtwo-EX,XY Black Star Promos,XY125,Psychic,170,Basic,,,,-
Mew-EX,XY Black Star Promos,XY126,Psychic,120,Basic,,,,-
Moltres,XY Black Star Promos,XY127,Fire,120,Basic,,,,-
Moltres,XY Black Star Promos,XY127,Fire,120,Basic,,Staff Stamp,,-
White Kyurem,XY Black Star Promos,XY128,Water,130,Basic,,,,-
White Kyurem,XY Black Star Promos,XY128,Water,130,Basic,,Staff Stamp,,-
Zygarde,XY Black Star Promos,XY129,Fighting,120,Basic,,,,-
Zygarde,XY Black Star Promos,XY129,Fighting,120,Basic,,Staff Stamp,,-
Tyranitar,XY Black Star Promos,XY130,Darkness,160,Stage 2,,,,-
Tyranitar,XY Black Star Promos,XY130,Darkness,160,Stage 2,,Staff Stamp,,-
Pansear,XY Black Star Promos,XY131,Fire,60,Basic,,,,-
Gastly,XY Black Star Promos,XY132,Psychic,50,Basic,,,,-
Ash-Greninja-EX,XY Black Star Promos,XY133,Water,170,Basic,,,,-
Empoleon BREAK,XY Black Star Promos,XY134,Water,170,BREAK,,,,-
Beheeyem BREAK,XY Black Star Promos,XY135,Psychic,130,BREAK,,,,-
Noctowl BREAK,XY Black Star Promos,XY136,Colorless,130,BREAK,,,,-
Vivillon,XY Black Star Promos,XY137,Grass,120,Stage 2,,,,-
Froakie,XY Black Star Promos,XY138,Water,60,Basic,,,,-
Floette,XY Black Star Promos,XY139,Fairy,70,Stage 1,,,,-
Lucario,XY Black Star Promos,XY140,Fighting,100,Stage 1,,,,-
Rayquaza,XY Black Star Promos,XY141,Dragon,120,Basic,,,,-
Azelf,XY Black Star Promos,XY142,Psychic,70,Basic,,,,-
Magikarp,XY Black Star Promos,XY143,Water,30,Basic,,,,-
Yanmega,XY Black Star Promos,XY144,Grass,110,Stage 1,,,,-
Yanmega,XY Black Star Promos,XY144,Grass,110,Stage 1,,Staff Stamp,,-
Volcanion,XY Black Star Promos,XY145,Fire,130,Basic,,,,-
Volcanion,XY Black Star Promos,XY145,Fire,130,Basic,,Staff Stamp,,-
Clawitzer,XY Black Star Promos,XY146,Water,100,Stage 1,,,,-
Clawitzer,XY Black Star Promos,XY146,Water,100,Stage 1,,Staff Stamp,,-
Hoopa,XY Black Star Promos,XY147,Psychic,130,Basic,,,,-
Hoopa,XY Black Star Promos,XY147,Psychic,130,Basic,,Staff Stamp,,-
Shaymin-EX,XY Black Star Promos,XY148,Grass,110,Basic,,,,-
Xerneas-EX,XY Black Star Promos,XY149,Fairy,170,Basic,,,,-
Yveltal-EX,XY Black Star Promos,XY150,Darkness,170,Basic,,,,-
Zygarde-EX,XY Black Star Promos,XY151,Fighting,190,Basic,,,,-
Zygarde,XY Black Star Promos,XY152,Fighting,120,Basic,,,,-
Ho-Oh,XY Black Star Promos,XY153,Fire,120,Basic,,,,-
Ho-Oh BREAK,XY Black Star Promos,XY154,Fire,150,BREAK,,,,-
Wobbuffet BREAK,XY Black Star Promos,XY155,Psychic,140,BREAK,,,,-
Lugia,XY Black Star Promos,XY156,Colorless,120,Basic,,,,-
Beedrill-EX,XY Black Star Promos,XY157,Grass,160,Basic,,,,-
Mega Beedrill-EX,XY Black Star Promos,XY158,Grass,200,Mega,,,,-
Beedrill Spirit Link,XY Black Star Promos,XY159,Trainer,,Item,,,,-
Black Kyurem,XY Black Star Promos,XY160,Water,130,Basic,,,,-
Braixen,XY Black Star Promos,XY161,Fire,80,Stage 1,,,,-
Greninja,XY Black Star Promos,XY162,Water,130,Stage 2,,,,-
Weezing,XY Black Star Promos,XY163,Psychic,100,Stage 1,,,,-
Volcanion,XY Black Star Promos,XY164,Fire,130,Basic,,,,-
Magearna,XY Black Star Promos,XY165,Metal,90,Basic,,,,-
Mega Gengar-EX,XY Black Star Promos,XY166,Psychic,210,Mega,,,,-
Garchomp-EX,XY Black Star Promos,XY167,Dragon,180,Basic,,,,-
Mega Garchomp-EX,XY Black Star Promos,XY168,Dragon,210,Mega,,,,-
Garchomp Spirit Link,XY Black Star Promos,XY169,Trainer,,Item,,,,-
Salamence-EX,XY Black Star Promos,XY170,Dragon,180,Basic,,,,-
Mega Salamence-EX,XY Black Star Promos,XY171,Dragon,230,Mega,,,,-
Salamence Spirit Link,XY Black Star Promos,XY172,Trainer,,Item,,,,-
Volcanion-EX,XY Black Star Promos,XY173,Fire/Water,180,Basic,,,,-
Pikachu-EX,XY Black Star Promos,XY174,Lightning,130,Basic,,,,-
Magearna-EX,XY Black Star Promos,XY175,Metal,160,Basic,,,,-
Champions Festival,XY Black Star Promos,XY176,Trainer,,Stadium,,,,-
Champions Festival,XY Black Star Promos,XY176,Trainer,,Stadium,,Top Thirty-Two Stamp,,-
Champions Festival,XY Black Star Promos,XY176,Trainer,,Stadium,,Top Sixteen Stamp,,-
Champions Festival,XY Black Star Promos,XY176,Trainer,,Stadium,,Quarter Finalist Stamp,,-
Champions Festival,XY Black Star Promos,XY176,Trainer,,Stadium,,Semi-Finalist Stamp,,-
Champions Festival,XY Black Star Promos,XY176,Trainer,,Stadium,,Finalist Stamp,,-
Champions Festival,XY Black Star Promos,XY176,Trainer,,Stadium,,Champion Stamp,,-
Champions Festival,XY Black Star Promos,XY176,Trainer,,Stadium,,Staff Stamp,,-
Karen,XY Black Star Promos,XY177,Trainer,,Supporter,,,,-
Absol,XY Black Star Promos,XY178,Darkness,100,Basic,,,,-
Snorlax,XY Black Star Promos,XY179,Colorless,130,Basic,,,,-
Arcanine BREAK,XY Black Star Promos,XY180,Fire,160,BREAK,,,,-
Crobat BREAK,XY Black Star Promos,XY181,Psychic,160,BREAK,,,,-
Mandibuzz BREAK,XY Black Star Promos,XY182,Darkness,140,BREAK,,,,-
Mewtwo-EX,XY Black Star Promos,XY183,Psychic,170,Basic,,,,-
Giratina,XY Black Star Promos,XY184,Psychic,130,Basic,,,,-
Volcanion,XY Black Star Promos,XY185,Fire,130,Basic,,,,-
Magearna,XY Black Star Promos,XY186,Metal,90,Basic,,,,-
Celebi,XY Black Star Promos,XY187,Grass,70,Basic,,,,-
Shaymin,XY Black Star Promos,XY188,Grass,70,Basic,,,,-
Victini,XY Black Star Promos,XY189,Fire,70,Basic,,,,-
Manaphy,XY Black Star Promos,XY190,Water,70,Basic,,,,-
Keldeo,XY Black Star Promos,XY191,Water,90,Basic,,,,-
Mew,XY Black Star Promos,XY192,Psychic,70,Basic,,,,-
Meloetta,XY Black Star Promos,XY193,Psychic,80,Basic,,,,-
Darkrai,XY Black Star Promos,XY194,Darkness,110,Basic,,,,-
Jirachi,XY Black Star Promos,XY195,Metal,70,Basic,,,,-
Genesect,XY Black Star Promos,XY196,Metal,110,Basic,,,,-
Arceus,XY Black Star Promos,XY197,Colorless,130,Basic,,,,-
Mega Camerupt-EX,XY Black Star Promos,XY198,Fire,230,Mega,,,,-
Camerupt Spirit Link,XY Black Star Promos,XY199,Trainer,,Item,,,,-
Mega Sharpedo-EX,XY Black Star Promos,XY200,Darkness,210,Mega,,,,-
Sharpedo Spirit Link,XY Black Star Promos,XY201,Trainer,,Item,,,,-
Pikachu,XY Black Star Promos,XY202,Lightning,50,Basic,,,,-
Gym Badge,XY Black Star Promos,XY203,Trainer,,Item,,,,-
Gym Badge,XY Black Star Promos,XY204,Trainer,,Item,,,,-
Gym Badge,XY Black Star Promos,XY205,Trainer,,Item,,,,-
Gym Badge,XY Black Star Promos,XY206,Trainer,,Item,,,,-
Gym Badge,XY Black Star Promos,XY207,Trainer,,Item,,,,-
Gym Badge,XY Black Star Promos,XY208,Trainer,,Item,,,,-
Gym Badge,XY Black Star Promos,XY209,Trainer,,Item,,,,-
Gym Badge,XY Black Star Promos,XY210,Trainer,,Item,,,,-
Lucario Spirit Link,XY Black Star Promos,XY211,Trainer,,Item,,,,-
Rowlet,SM Black Star Promos,SM01,Grass,50,Basic,,,,-
Rowlet,SM Black Star Promos,SM01,Grass,50,Basic,,Sequin Holofoil,,-
Litten,SM Black Star Promos,SM02,Fire,60,Basic,,,,-
Litten,SM Black Star Promos,SM02,Fire,60,Basic,,Sequin Holofoil,,-
Popplio,SM Black Star Promos,SM03,Water,60,Basic,,,,-
Popplio,SM Black Star Promos,SM03,Water,60,Basic,,Sequin Holofoil,,-
Pikachu,SM Black Star Promos,SM04,Lightning,70,Basic,,,,-
Pikachu,SM Black Star Promos,SM04,Lightning,70,Basic,,Sequin Holofoil,,-
Snorlax-GX,SM Black Star Promos,SM05,Colorless,190,Basic,,,,-
Rockruff,SM Black Star Promos,SM06,Fighting,60,Basic,,,,-
Rockruff,SM Black Star Promos,SM06,Fighting,60,Basic,,Sequin Holofoil,,-
Pikipek,SM Black Star Promos,SM07,Colorless,60,Basic,,,,-
Litten,SM Black Star Promos,SM08,Fire,60,Basic,,,,-
Togedemaru,SM Black Star Promos,SM09,Lightning,70,Basic,,,,-
Shiinotic,SM Black Star Promos,SM10,Grass,100,Stage 2,,,,-
Shiinotic,SM Black Star Promos,SM10,Grass,100,Stage 2,,Staff Stamp,,-
Bruxish,SM Black Star Promos,SM11,Water,110,Basic,,,,-
Bruxish,SM Black Star Promos,SM11,Water,110,Basic,,Staff Stamp,,-
Passimian,SM Black Star Promos,SM12,Fighting,110,Basic,,,,-
Passimian,SM Black Star Promos,SM12,Fighting,110,Basic,,Staff Stamp,,-
Oranguru,SM Black Star Promos,SM13,Colorless,120,Basic,,,,-
Oranguru,SM Black Star Promos,SM13,Colorless,120,Basic,,Staff Stamp,,-
Lycanroc-GX,SM Black Star Promos,SM14,Fighting,200,Stage 1,,,,-
Zygarde,SM Black Star Promos,SM15,Fighting,130,Basic,,,,-
Solgaleo-GX,SM Black Star Promos,SM16,Metal,250,Stage 2,,,,-
Lunala-GX,SM Black Star Promos,SM17,Psychic,250,Stage 2,,,,-
Alolan Sandslash,SM Black Star Promos,SM18,Water,110,Stage 1,,,,-
Alolan Sandslash,SM Black Star Promos,SM18,Water,110,Stage 1,,Staff Stamp,,-
Oricorio,SM Black Star Promos,SM19,Psychic,90,Basic,,,,-
Oricorio,SM Black Star Promos,SM19,Psychic,90,Basic,,Staff Stamp,,-
Mudsdale,SM Black Star Promos,SM20,Fighting,140,Stage 1,,,,-
Mudsdale,SM Black Star Promos,SM20,Fighting,140,Stage 1,,Staff Stamp,,-
Drampa,SM Black Star Promos,SM21,Dragon,120,Basic,,,,-
Drampa,SM Black Star Promos,SM21,Dragon,120,Basic,,Staff Stamp,,-
Rowlet,SM Black Star Promos,SM22,Grass,60,Basic,,,,-
Litten,SM Black Star Promos,SM23,Fire,70,Basic,,,,-
Popplio,SM Black Star Promos,SM24,Water,70,Basic,,,,-
Lurantis,SM Black Star Promos,SM25,Grass,100,Stage 1,,,,-
Tsareena,SM Black Star Promos,SM26,Grass,140,Stage 2,,,,-
Turtonator,SM Black Star Promos,SM27,Fire,130,Basic,,,,-
Vikavolt,SM Black Star Promos,SM28,Lightning,150,Stage 2,,,,-
Mimikyu,SM Black Star Promos,SM29,Psychic,70,Basic,,,,-
Tapu Koko,SM Black Star Promos,SM30,Lightning,110,Basic,,,,-
Tapu Koko,SM Black Star Promos,SM31,Lightning,110,Basic,,,,-
Tapu Bulu-GX,SM Black Star Promos,SM32,Grass,180,Basic,,,,-
Tapu Koko-GX,SM Black Star Promos,SM33,Lightning,170,Basic,,,,-
Bewear-GX,SM Black Star Promos,SM34,Colorless,210,Stage 1,,,,-
Espeon-GX,SM Black Star Promos,SM35,Psychic,200,Stage 1,,,,-
Umbreon-GX,SM Black Star Promos,SM36,Darkness,200,Stage 1,,,,-
Decidueye-GX,SM Black Star Promos,SM37,Grass,240,Stage 2,,,,-
Incineroar-GX,SM Black Star Promos,SM38,Fire,250,Stage 2,,,,-
Primarina-GX,SM Black Star Promos,SM39,Water,250,Stage 2,,,,-
Jangmo-o,SM Black Star Promos,SM40,Dragon,60,Basic,,,,-
Jangmo-o,SM Black Star Promos,SM40,Dragon,60,Basic,,Sequin Holofoil,,-
Komala,SM Black Star Promos,SM41,Colorless,80,Basic,,,,-
Cosmog,SM Black Star Promos,SM42,Psychic,60,Basic,,,,-
Cosmog,SM Black Star Promos,SM42,Psychic,60,Basic,,Sequin Holofoil,,-
Alolan Meowth,SM Black Star Promos,SM43,Darkness,60,Basic,,,,-
Togedemaru,SM Black Star Promos,SM44,Lightning,70,Basic,,,,-
Tapu Lele,SM Black Star Promos,SM45,Psychic,110,Basic,,,,-
Seviper,SM Black Star Promos,SM46,Psychic,100,Basic,,,,-
Seviper,SM Black Star Promos,SM46,Psychic,100,Basic,,Staff Stamp,,-
Crabominable,SM Black Star Promos,SM47,Fighting,140,Stage 1,,,,-
Crabominable,SM Black Star Promos,SM47,Fighting,140,Stage 1,,Staff Stamp,,-
Zygarde,SM Black Star Promos,SM48,Dragon,150,Basic,,,,-
Zygarde,SM Black Star Promos,SM48,Dragon,150,Basic,,Staff Stamp,,-
Bewear,SM Black Star Promos,SM49,Colorless,120,Stage 1,,,,-
Bewear,SM Black Star Promos,SM49,Colorless,120,Stage 1,,Staff Stamp,,-
Tapu Koko-GX,SM Black Star Promos,SM50,Lightning,170,Basic,,,,-
Alolan Meowth,SM Black Star Promos,SM51,Darkness,60,Basic,,,,-
Golisopod,SM Black Star Promos,SM52,Grass,130,Stage 1,,,,-
Dhelmise,SM Black Star Promos,SM53,Psychic,120,Basic,,,,-
Lucario,SM Black Star Promos,SM54,Fighting,120,Stage 1,,,,-
Decidueye,SM Black Star Promos,SM55,Grass,140,Stage 2,,,,-
Tsareena-GX,SM Black Star Promos,SM56,Grass,230,Stage 2,,,,-
Ho-Oh-GX,SM Black Star Promos,SM57,Fire,190,Basic,,,,-
Necrozma-GX,SM Black Star Promos,SM58,Psychic,180,Basic,,,,-
Marshadow-GX,SM Black Star Promos,SM59,Fighting,150,Basic,,,,-
